,amrex-version,libfabric-version,cmake-version,mpich-version
l35vbdbwonlmgxmuzxbokt3qco3kcjwf,3.0,2.0,41.0,0.0
l3hs3uvrx2oiglwbcs3h2l5jy5hbxhq7,16.0,2.0,23.0,2.0
l3sdhvm6bbwlwjifr4gtjgvqwt6474g6,1.0,0.0,22.0,9.0
l6tuwblgiezsopan465g2lgrluyoqaol,1.0,2.0,59.0,0.0
l6xmnxdg6po3vmcyppmpcdwqaknfg6uf,3.0,0.0,20.0,8.0
lbppdhxcoiuesv35vgkr4fbzejm4ls5l,5.0,0.0,45.0,9.0
lfvvh43mmo3fkiobkbwx4h3oogvbjmie,4.0,2.0,59.0,3.0
lg7aejxk5az5pkhvqnv5l5k4p2ym6vd3,27.0,0.0,44.0,9.0
lhecxoaqjzl7htcrvmygxei5jo3d2nom,23.0,0.0,40.0,12.0
liffeth36yszhpdlqbunfeklxen2gmsd,27.0,0.0,63.0,12.0
lkuo3jepyid6gbknnpki3zr2lufovcz7,8.0,0.0,40.0,7.0
ln5yqvcqfkvkse7tucgnd5bycegjqug3,22.0,1.0,63.0,5.0
lq6c7gm326pjrw4ataxt6h25fvfltajh,1.0,0.0,20.0,10.0
lqxw7bkd2eogyjpw57w36aiwjt2lxlsu,11.0,0.0,39.0,11.0
lqyw4rch4fvcscklv2enr2xoxlvkyy6i,18.0,2.0,67.0,3.0
lsmjmolc3k6iwqisfew7ls4en3d75auj,5.0,1.0,63.0,6.0
lzvlmqri6auqrggejygizw3bd2zzcrjz,4.0,1.0,34.0,5.0
lzzpwmwjdtefo4gw4u346z7lx5nkuwrm,27.0,0.0,60.0,8.0
m3k7f5uw4kkeowzyte5rdhl76jqfg3cb,8.0,0.0,31.0,9.0
m675kfmzu4p3avmne2sae4whs7yomkk6,11.0,2.0,59.0,1.0
m6knjxf4skqhccyfoxtegv56wk2svv6r,23.0,2.0,81.0,4.0
m7r66q2ej246jkrlyq5fn5sqqrhfizdd,3.0,0.0,62.0,12.0
madvmpholaic3cucvjf6ic2eznqhhzpn,2.0,0.0,5.0,12.0
mbks4hxvlhmrb4paghjlrnkicfcryhol,27.0,2.0,25.0,1.0
mcrflzghlqj27c2k3qjgzeawqhkghnnf,20.0,0.0,39.0,12.0
mcwqignmtcy7x736ld3ya5zk4j4x5nmo,23.0,0.0,63.0,12.0
mdtym4eadgj2pryms2zltihwikxozrob,16.0,0.0,47.0,10.0
mgtdxczbtryy6wubb4zzqhrbv46l3eh5,2.0,1.0,16.0,5.0
mjywqjqxkvh6t2h5vyjrs5kqranhyco5,28.0,0.0,16.0,8.0
mkee2u6o3dp5lljqb5mgcthr4ao4pvtb,15.0,0.0,56.0,14.0
mm73o455xkatcsaeonisf7b234b2p743,1.0,0.0,12.0,12.0
mnml4itbtooitqhezdbye4i6vlvqn4zt,22.0,2.0,45.0,2.0
mozo4qcjmqsvpcx63r5mu6645ob7yqxa,3.0,2.0,59.0,13.0
mw5gd3h3nkgqpu7clbed7dy4hmdjoar3,0.0,0.0,23.0,11.0
n5snqyldvimcdzf63ypkjnxensxgvf5x,18.0,2.0,41.0,3.0
n6cgkvee5crhsxju3r6knetlkerff37j,1.0,2.0,33.0,3.0
n6t24xonxbkimwzbkslmvtapmtc2vydf,8.0,0.0,63.0,7.0
nauktpprnyt5hlegrjd6olivbvongeyo,6.0,0.0,22.0,10.0
nbh32fyihxbccfzp7n7k32fcwrlfdokj,28.0,2.0,52.0,2.0
nculdbks3kjp57skr6itnoeqw2wit3gc,26.0,0.0,68.0,10.0
nd7c3xpfo34wfduflrstwg44nulc5cmj,24.0,0.0,52.0,14.0
neewny5av46lgvmscxljnyngh5xglftg,5.0,0.0,35.0,9.0
nfot4gf5bxiljmqkomn7iaddm7eqxqbd,21.0,1.0,59.0,6.0
ngdlezdfhs6fqm52f6xyjot47lqksaka,13.0,0.0,55.0,7.0
ngwuqyzw4gbjq3uzyz2y6bfznykvygxh,18.0,0.0,47.0,12.0
nhhjh44fcbpphwr2ab53w7c53522754h,0.0,0.0,71.0,12.0
nhpvv7kcumskr3lncqghvmnr6qcw2rmp,25.0,0.0,13.0,12.0
nilyyexz2ff6m5fjupdlnwthzaiomndw,15.0,0.0,15.0,12.0
noscdmjwmc4bmvgykss6gpoxl6prhvzl,24.0,2.0,52.0,13.0
nucq3h5fntg4xqywbhlp2zg77ggstnq3,7.0,2.0,26.0,0.0
nv3da3j3whczg5w6uus6cognvrvr4bji,24.0,2.0,19.0,0.0
nvxvnqkoygmljq5ooot65x2aau3vdgwm,14.0,0.0,50.0,12.0
nwaqosxbwlmf7dgkxvglq7gsce3qnpla,0.0,0.0,74.0,10.0
nx2gfen3jblcjwivemuc4jmlhn5xwffi,18.0,0.0,36.0,9.0
nyjdenys4oiwdkhyzltxxwaytsgksg57,26.0,2.0,42.0,4.0
nzbf2fr7t6yjmq4y2e32pathuukg5lyg,0.0,1.0,35.0,5.0
o3t6sthezvyk525rxa6slmexc5qvrril,0.0,2.0,22.0,3.0
o44xgdusipu7bf6acp7yfsktmtrt2k6s,13.0,0.0,63.0,14.0
oa3nj5aywyswm3qztx5tlvwvz5yp4o2k,2.0,1.0,48.0,5.0
oa3wgfnfodbu6dtaopmf4ktuvcxpx6ka,10.0,0.0,41.0,9.0
ocuinq6weeoyml4kggcuwbmmjdkgnd2y,3.0,2.0,16.0,0.0
ocwok3vu4pi2btkmwl7yof2kiqdd6b5c,14.0,2.0,39.0,13.0
od5zhum44vib42fdgr57cht66ixvvkur,23.0,2.0,47.0,2.0
of4udifrbhuvgmf7omtfagoz3xzfiuc4,14.0,0.0,14.0,14.0
og6v5tzlndrfu23y2ozwtaa6affgu2k3,22.0,2.0,53.0,3.0
ohrlnw2zfryub2vhncsqvdkhh32vw2q5,3.0,2.0,38.0,1.0
op7r7stmwasof7pyghamtx2lr62fqrtk,20.0,0.0,68.0,11.0
p2geby7cd7zchfirwj4sfd7yvl5ectm7,26.0,0.0,64.0,11.0
p3qmksaxsm2nq2gtp6zrr7nwtuhm476s,2.0,2.0,61.0,4.0
p6pj5wb7rck6o2l4coheukb5hwxxy33a,17.0,0.0,41.0,10.0
panpaa223khfmtnb4cf6rwtqi537fqbr,22.0,0.0,34.0,9.0
pihb4jaxlgxsuuac2mfwrygmwhl4yojj,3.0,0.0,31.0,10.0
pkaxtju4zl7wx4zked6lq4tw2slqlnrt,21.0,2.0,67.0,3.0
pkq5x6sqlhj42rhdb7fohypgdqsyqduf,2.0,0.0,12.0,14.0
pkqh47xnskmpthj6bcyjxqnrmmtwqniw,10.0,2.0,37.0,2.0
pl7c63sap2oe24es5myziqhl5oqnwtzb,26.0,0.0,44.0,14.0
pm7fxhdh4d74l4m7sa57kgghqjx4nuli,26.0,0.0,41.0,9.0
pmsl3s7kr5xfvkp7bmbrfoobxriacik6,27.0,0.0,14.0,11.0
ptxqxvraj4z5rpzaghstdjpgz7tayglw,22.0,0.0,48.0,7.0
pwldxtwjoqpgljtdz7wq3appcdd5kkiy,11.0,2.0,53.0,3.0
px3ydrvqg6klmn72ee7zfu5b7iayd4oa,2.0,2.0,8.0,13.0
pxmzsw4wmyrr5fgfmzz7u5t52s5dtinj,5.0,0.0,49.0,10.0
py5xeq3g3r2bgbvtpbhgx346wlpu2mt7,0.0,0.0,32.0,10.0
pyg2k3ow76qv2prdubjxdsqcqeji752f,1.0,2.0,0.0,3.0
pzi3hdlgyhi6elzqdmayizat27apwfjf,11.0,0.0,20.0,7.0
q4yaehi6lyxedsos3lbh6kdlbph24f6a,16.0,0.0,48.0,8.0
q5mhwbls7dqvyqg6vyhgzallyngxr6m6,0.0,0.0,43.0,8.0
qagasbyrquh343gz43vih7agx7oabsbx,22.0,2.0,15.0,3.0
qcfnf6d5mautgow7yqnnr72kjnnjg4po,1.0,2.0,75.0,3.0
qffl3acitu62vkcj67zwtb33pxdk4dou,2.0,0.0,10.0,12.0
qg4gbnckoz6rke27vs4rgdgpswvi2ccv,17.0,2.0,34.0,2.0
qhem2vhnljv6qiz5dd6mzkn7m7sjiuur,20.0,0.0,57.0,10.0
qixcklp46wa3vgdo6ak7etgm6xkzfj3r,21.0,2.0,44.0,0.0
qkacaiezgre3gqnfll7jjx77frl3iljm,13.0,0.0,51.0,14.0
qlqtwk2kxznclmfhypk5nd7ubzeqnn55,8.0,0.0,69.0,7.0
qqq37jehoicrt5nsdsp7jnifa2aojyp3,3.0,0.0,49.0,10.0
qr7hrghneooco2r5feoq5nzsgl4jjgu5,14.0,0.0,58.0,7.0
qvgjt4lu46tvciim42sddjlj6j7d2fwk,8.0,2.0,63.0,2.0
qywjj75fv5uxxs2dhkkscfdqt2kzz35p,3.0,1.0,41.0,6.0
qzc3k64a25n2nydjdbodhd3xs5rnyn3y,18.0,0.0,18.0,14.0
r26jt35rfllsix3v2wpv3nfme5ke7rh4,2.0,0.0,10.0,7.0
r2l3debwg6dgpgrdlraprfblzslwh54u,7.0,1.0,39.0,6.0
r2r6ijoasbqom6lxiqebv3cauqjddm3u,11.0,0.0,60.0,8.0
r5mwydsj5mpwncde77cz7ukw2ugtgspu,21.0,2.0,25.0,2.0
raind4agfwxjjbm6lhg7v52nbs4xmxzp,2.0,2.0,51.0,3.0
rclwgpyopdu7wtpnttdlvm4iajmtqhmp,22.0,0.0,68.0,11.0
rctpkvf32ocxgr2mbcer5ecft5gqrldw,7.0,2.0,15.0,4.0
rdwjdxhrdtx2thbazlv3dkpjiv65mod2,23.0,2.0,47.0,13.0
re4w2rkxf3vc3n5qm5m2z33quu4sudwm,19.0,2.0,48.0,0.0
rjggeyiecuy7ba4274zyjzllkmu3mpfo,25.0,0.0,62.0,7.0
rjofcrl22q2c2b2bde2wsiq5mtzgphl2,22.0,2.0,59.0,1.0
rkixrpu7diywmc5mkipadhpmb3okfrez,25.0,2.0,20.0,2.0
rmoxdrjwshpze7yikmasbxrbbhwu7nvu,3.0,2.0,25.0,1.0
rmw36e3jynxttzmn3kpuude7jpbh4w5c,22.0,0.0,15.0,11.0
rn2mr4p4ovdrqpkszhh6gtdnjpbk625f,3.0,0.0,18.0,8.0
rngyidlcyx3uz7rdwr3eegbd2icopfhh,17.0,0.0,25.0,14.0
ro2xqrndudmb523ge4kcl2j6dsqccstw,3.0,0.0,37.0,10.0
ro6uzy6tlicfc6ip3gelk3m5wfu5gms6,17.0,2.0,28.0,0.0
rrjahj6yutzitn44zdpsmuukonsnpk3a,13.0,0.0,29.0,12.0
rronkhzbdclgm2va3karr2eqylj3hakg,0.0,0.0,3.0,7.0
rtkukmn23orxnhvap226bth7awed5uvn,19.0,2.0,53.0,2.0
rtyd66emuji6cfgsojeccbtlk7b3il4k,4.0,0.0,30.0,8.0
rusphjcn36a7ccg7x4bgpyfnvfwqinkp,22.0,0.0,44.0,9.0
s36zj2c5xnbvthzjkwijwbnvgsvi5rbt,22.0,0.0,36.0,14.0
s5u6n5xakgk5yzfwulra3rmw2za2jupu,16.0,0.0,44.0,14.0
sapaphayomf423u4fsxlttma5sihefjg,3.0,0.0,45.0,14.0
sbucfcfkrmpl3xblup6np5hr56oprk74,13.0,2.0,61.0,13.0
secdojujlmkntd4sx2p6wjeqcbjpmlah,11.0,0.0,15.0,8.0
sfswljpsbxxw5mm7vvtj4vmu2gnrjdny,14.0,2.0,38.0,1.0
shvaq64yub3itsjxdx7ncpkfkmybxtw2,10.0,2.0,25.0,2.0
sjydscpguep6ompsnz2sg5srxvz2dsg7,1.0,2.0,37.0,2.0
skfc4b37rr3wncwdewhfevzc2ahkjwe2,11.0,2.0,27.0,13.0
slu6zszsvgrzguwujsip4st6xsxjms2b,14.0,1.0,52.0,6.0
smrly2whyt4dt4v5eri32xibjliprx5w,3.0,2.0,58.0,4.0
sndn43v3qdavheddilnnz4ysa6x7kvi6,8.0,2.0,45.0,3.0
so6p7loanrm4ak4wguoezvqdfb5woeey,25.0,2.0,57.0,13.0
sp3veifruyqurwq3fdfyjqjt6rv3mbun,0.0,2.0,13.0,3.0
sqley2ybbtuarm5eslny3kyta2npxkch,17.0,0.0,40.0,9.0
sslp6ae2ax764qcs2bkd6z2jdnabzkhx,0.0,0.0,62.0,11.0
syo36rienpvqxivjd2ljcdcd5nny5dx6,6.0,0.0,60.0,12.0
t5w6t4ogxikyvxseour4hzwh5d37toih,16.0,0.0,35.0,12.0
tdjoblryhrmdfaj3szhsmaxragf3oy6k,7.0,1.0,42.0,5.0
tgvddhufangz6hkuamzxtp2r2weekcgj,22.0,2.0,21.0,13.0
tiuk3hp2v5zt7yiqzexxdrfo7fhjpudt,1.0,2.0,26.0,13.0
tjktd2qzpyrvvssmynqy4fvakhmnn7zq,25.0,2.0,23.0,2.0
tq3wq6quzzenxayenivytcwcz42fzhkl,8.0,0.0,65.0,14.0
trlhlf3yjekbyqsidpj3satmc326i7sl,8.0,1.0,41.0,6.0
tufzrxujv4gpbaztnnx7b2gm7t4vwihj,10.0,2.0,43.0,2.0
twekui73qsnxhsztcvn63bcpvcx62ben,28.0,0.0,54.0,8.0
twgmer277fnirthlyggftkhkdpffysgm,10.0,0.0,47.0,9.0
tzsmq5unohgzw3h4co66t7ko5mjnkew2,8.0,2.0,41.0,4.0
u3va4h4pgt2xfvarh5ghmqyoiota5oyj,11.0,0.0,66.0,10.0
u44v5mjbstmmxefgrgilrn2yclpv47mh,4.0,0.0,22.0,8.0
u5wztanddyesg6rpgy4d2iosqx4cmcxj,18.0,1.0,68.0,6.0
u6zog3egkxvarzp7wc7c36x7qvapkd3b,10.0,0.0,17.0,9.0
u7s5up2er3vbu477muwapreyi64ndkur,2.0,0.0,73.0,9.0
ubs6gsartc7ef2um3veamis3udmuld2p,2.0,0.0,80.0,7.0
ubtfqgmisxj34tn6dlukzqnbue2mwn3r,18.0,0.0,63.0,12.0
ubx7iou7d3ezl3t4roclqymlrsqdwway,22.0,0.0,34.0,10.0
ucacamcc6hv5ng5tn6rkputaruuknuvl,16.0,0.0,33.0,12.0
uezvkqxeywpd2w7nfpenfw3kwosa76ga,5.0,2.0,39.0,3.0
ufpla2oarg45zdzjbx6exf7imzvljq7k,28.0,2.0,67.0,2.0
uglke4xt6kpdv5nkw5ddd3kznamnxljz,22.0,0.0,46.0,11.0
ujmyl6s7sxa5sp36cgjqf2cywujilmrx,18.0,2.0,45.0,13.0
ujtbjx3hfgros2nq3n6x5v2n7dvpc3cy,16.0,0.0,68.0,11.0
ukjgdpjae4nwoz5e3apyc34simfnmyz2,12.0,2.0,50.0,0.0
ulgchn763pmajzlvzkwbzm4yu4x5xwjt,8.0,2.0,56.0,3.0
um4vx5bcyg4i2widmihf3ciejvkjym4b,1.0,2.0,78.0,1.0
umcuux7zx3bc6eqlwt3sn7jpslk2pfia,1.0,2.0,74.0,0.0
unnbqg6s5zyzwz7z2lgmou272gozjfxu,1.0,0.0,57.0,14.0
unviukvr3qda5rlbdsl5pfconykpocut,5.0,0.0,37.0,10.0
uowvwgwtxsyhkrlqygz7goezwah7va46,23.0,2.0,29.0,3.0
usiou6mhe4tqtmsddapteltfiks3k44s,4.0,0.0,51.0,9.0
uu76f5mbnbfrbg4aukc7kyfv5kfomjzd,3.0,0.0,42.0,7.0
uw2c4oqonp5gvc5mp3jvhusv6xae46s2,17.0,0.0,23.0,14.0
uzzqhrb7r5zeoi34cmc6fr3pg4bammyx,0.0,0.0,67.0,11.0
v5ra56kmxxfiw2el4iroaxdoh3vix7um,15.0,2.0,16.0,0.0
v62icrhuau6bz4ja2tdi5q3go64ebjut,1.0,2.0,66.0,2.0
vizplxonvw4jdf5qebklt2kq2qwzsq6r,23.0,0.0,33.0,9.0
vnybu7r32lm5awxrgcvfanopsfz4x67v,24.0,0.0,31.0,12.0
vvwevtwweg545afedw3nls4a6rhfkhsn,28.0,0.0,48.0,12.0
vwtsiqedxzo45wc4hdt24d6e2xerbnn7,7.0,2.0,68.0,4.0
vx6nszmsnmqvzgtpjmkreb32fj453hmu,20.0,0.0,49.0,10.0
w7sypgxj5eiqh5p55joazltj3vc65huv,28.0,0.0,24.0,12.0
w7zr26rxowh3mf7vhycpkjoys5n7gowl,8.0,0.0,63.0,12.0
wcwp2zvzorq3bswlzt5qj6nl2ooyths2,0.0,2.0,11.0,4.0
weumookw276znkm7uznvevo6njfn7ovo,21.0,2.0,63.0,0.0
wexqvmj6nswmtl73msb7yntlmergxpza,7.0,0.0,13.0,12.0
wjoc2yeuxicomsycrqr6l22oy5wgqmvc,28.0,0.0,36.0,11.0
wjt6657fubj3nc4a4zjt2lzphw4yecr6,23.0,2.0,57.0,1.0
wkcovxrfeded5bxlo7dcp7uyfnm6mfbw,4.0,0.0,50.0,9.0
wlpkktjxcvtqp6lkdqbzam3oh3i6yf6t,7.0,0.0,45.0,14.0
wlsuis2w6y6n5ldusohtm4rs7bdralci,25.0,2.0,64.0,1.0
wma57vjx66ohslt6e7zd4kkrps3cup6f,10.0,2.0,51.0,3.0
wp2wnrmjzaxz4tdtjopeqrwng7dyyhud,27.0,1.0,68.0,6.0
wtw7xd5uw5vkij2jczdsg57k67geoydx,0.0,1.0,81.0,6.0
wuf2bcjfeah76xq437l7q6igf2nfetjj,19.0,0.0,17.0,14.0
wxard5xmda5tstyov3lcteoezrvriqoh,24.0,0.0,44.0,14.0
wxl5mjnwkdj5ouudhinze3hwmmo6xf5y,10.0,0.0,55.0,10.0
x2evm4jzvvg7krimyfz4l7bpsyaglezd,7.0,1.0,30.0,5.0
x4lujpnhfmicnpqligjmihxrmb6xgznt,25.0,2.0,28.0,0.0
x5dblabz2khwskkqhxprtqlhhyvsyrzm,1.0,2.0,32.0,13.0
x7uxyzzj4oxsfymbnup2z3ru4q6lyiwa,22.0,0.0,44.0,11.0
xaggk6qbqi7pqrljrtw6en25xvza2t76,7.0,2.0,32.0,0.0
xbi7skml2qyoemrbolsjirdh7dnxamwq,14.0,0.0,43.0,12.0
xh2uf2vau4nfxufvvlqw3yzqlyhhcc7k,13.0,0.0,68.0,14.0
xjhed735g5gd774uqnsb3obouq4jrk5j,4.0,0.0,53.0,14.0
xk2rkewhwu5slbseidr3wcydorrsbhzy,8.0,2.0,81.0,1.0
xnwljzjreoaqzceasgw75y5n7uneztmw,6.0,0.0,51.0,9.0
xux4zctoqiwlbotqeh3w2zo3bdnncmnv,7.0,0.0,44.0,14.0
xv4cqc3cmoz2jkh5kmbi4ehpita6x6i6,20.0,2.0,35.0,0.0
xv66kzryp3usice2nifkgmetrwqzqt3d,24.0,2.0,25.0,0.0
xw5aafflhzzlovm7roxcgpebgbmorvcx,28.0,0.0,64.0,8.0
xwwbaet6isihggg2xoxixkxhqszcgo4g,2.0,2.0,64.0,0.0
y3vmlpybm7t6g5ccavaamylciwbqvsr5,27.0,2.0,64.0,1.0
y4nosgnm7qi37npy2albxbbyukoeldqd,16.0,0.0,13.0,12.0
y56kmu5ylkokty4dv7hpdpdsacnwnav7,13.0,0.0,45.0,14.0
ydwb7hpneabbhopa3whcxxfb5fnd66op,10.0,2.0,40.0,1.0
yfjw7bne2exjjvjfsnd6oyizzpzqkckz,2.0,2.0,38.0,0.0
yibi4eark3ak3tgnapm3dblefevkxrza,11.0,0.0,40.0,9.0
yjfkipfbgqp67gefqlixbljtx7oksthg,13.0,0.0,61.0,11.0
yjjgr3ewlqvisfctsgotyn3h2gm3ygyi,4.0,2.0,28.0,4.0
yjnnspqghgkmbb7io5lujwepkbup5yej,10.0,2.0,19.0,0.0
yly5nbeshmrhgv4piutqzmsccppofsya,13.0,2.0,17.0,2.0
yne6pu4gpl5taujd3xbs5ekbscnvssbc,16.0,0.0,81.0,9.0
yrsgp3cvzrvtbya4zigmszgm23qujmeh,28.0,0.0,30.0,9.0
yux6fsm4ou2laju2rlvz7zkph4snrfyf,1.0,2.0,45.0,3.0
yvjhcacudjmsx54bf7hjxx2si72burin,7.0,2.0,53.0,13.0
yvmaf2jttt7qm4yzagzdcp5lzfk6eshh,13.0,1.0,24.0,6.0
ywziyowv57cb2fjpk7tkzhytcrbn27zj,18.0,1.0,81.0,6.0
yxda5lkctpaaazs36qmapracxwa2nmic,12.0,2.0,26.0,0.0
yxgxvntqiw7yieirxzz2ya55bdkyxsus,6.0,0.0,23.0,11.0
yzlpcpccp5clpqhxbzksvlw2gnwgsklm,11.0,2.0,59.0,13.0
z2xrd4ftmneiy5y66jfopbycdj7wqqee,6.0,0.0,64.0,7.0
z5dcnbeere7g2grfkayu3mjhqyzloisw,0.0,0.0,3.0,14.0
zb2zygf4vjq6r75vaoxxntxuva5kjcyb,27.0,0.0,60.0,12.0
zbyixvbytp3oa7th3durzesllcawtrsv,28.0,0.0,36.0,14.0
zcwnmrycvuzo655ornxfkgoqvyk4x3f2,3.0,2.0,54.0,13.0
zd6s5ef5bqqvcxnkjyuplfv3ub3r6mxd,7.0,0.0,31.0,11.0
zdgvfumswt5xnpvlnq4ajivjsytxnja2,14.0,2.0,53.0,4.0
zeot2uxcjcm2kbctultks35k5mldzais,12.0,2.0,67.0,1.0
zezoed4g5dr665yieamwwvly64p5srpx,10.0,0.0,24.0,14.0
zfe73ss5uyhmge3nhhrbzej6hwtvsxo7,19.0,1.0,44.0,5.0
zk5dklgfkxstjrinmwoxto6a347b7eym,4.0,0.0,26.0,12.0
zk7gw6zou7kxonfyu36avabooj7d6qo6,27.0,2.0,55.0,13.0
zlj3mnkwmtd2o2knlilaui3wqqoyonn7,16.0,0.0,18.0,14.0
zlkjwbmnzhmot66ip4s4dwol4bfvep33,7.0,1.0,39.0,5.0
zll2vgrpj5ljj2aozlams7dxmwljg7l2,2.0,1.0,66.0,6.0
zmoiekfpagcqolfb4itwbgi6ukv6goxc,1.0,1.0,27.0,6.0
zmoufrepuzqtu7rdumtx7t63occ2v2ly,12.0,0.0,22.0,8.0
zn2x2q3hklwulkhhgnksppewtqrdfqe2,0.0,0.0,20.0,14.0
zog7enkdphfd5va5772esgdv2d6gdiym,23.0,2.0,29.0,0.0
zshffnt3mm5zlrmajfybm55wpprxnhmp,16.0,0.0,51.0,12.0
zto46jt2xoapd544ysrtzhkjgzpzckin,14.0,1.0,30.0,6.0
zwt24yyqys2s273ex7nwjdq6g3bmhm24,27.0,0.0,45.0,14.0
zxty5bik2vcxmyjagieptbu2rcswcx2o,27.0,0.0,28.0,12.0
zxu74ud55v2kgi3tczlqfu7gdzigchlc,15.0,0.0,34.0,14.0
zyfviaybfyqxjxexzyrlw2wcavzyqogx,17.0,2.0,53.0,13.0
43jyucc5vmsytdrroz7xdf674btzb6j4,18.0,2.0,32.0,2.0
4phpqduyb7cvdzi6iunb2u737rfl46ki,19.0,2.0,15.0,3.0
4uirn5puehm5x5f6ixmp7tfowevjky6z,9.0,2.0,81.0,4.0
54nojni7fnr4muzkanhwciqpkptku7ud,12.0,2.0,31.0,13.0
5x6w34m4g7hl57vr7xwiymkfclk5nzro,9.0,0.0,37.0,8.0
5xvgerc3hk7ggkkq2wrmhiwgtndvu23z,17.0,2.0,41.0,1.0
6egceelovwargusm4smad4ywkvfjo3dz,9.0,2.0,47.0,1.0
72xexqdz6t5qzf3mt2cag4cx23z63yky,9.0,0.0,31.0,8.0
7u6sabfq6lnl2zjr4ghib5acuzdekdxf,9.0,0.0,48.0,14.0
7zonfnsw2s6oowgocu5kphuvta4iodwl,9.0,2.0,55.0,13.0
adjjkoamkvcqff7hwy6qrg23tix7ijn2,9.0,2.0,34.0,3.0
cce2h2w5xfw44akfkguqo6w4ywcmbr3s,10.0,2.0,45.0,2.0
cpw6xd7qbxt6ntwpfd2dkkxguyjxfgvq,1.0,2.0,53.0,3.0
dnrrlorlho4xwmm3vdm4dfkm2edmxvnq,9.0,0.0,60.0,11.0
guyjffol7obuvg5zcbiwpnf6uhiaw73q,9.0,0.0,81.0,14.0
kzbparvbb7x7wldblpw7vh2k4ogecx7y,9.0,2.0,49.0,0.0
lkdqk7fosviwu32stqjzggol43rreurl,9.0,2.0,46.0,0.0
ojhxu5rtmepo72qi3unmfolv7pwvcrr5,9.0,0.0,38.0,7.0
p326pszd56x6q3xm474t5sdsphuwsgan,9.0,0.0,28.0,9.0
pmzv2pbqlmdof6zkwbhttafncg6ycdkg,9.0,0.0,49.0,8.0
q2755k6jp55vozw7a6xnog3ftj5n44ja,9.0,2.0,56.0,1.0
quamqbr3q6sdzlxoijyzp3tqtx7w4t2x,9.0,0.0,51.0,7.0
t6tbzsrfqw24cughpmfz5ptqnpjurrdc,27.0,1.0,64.0,5.0
uingfey2ysqipu2yefixqtl5fxb3wyk6,9.0,1.0,24.0,6.0
vseohi2opowf3wybfchwjv7vii4pfay6,9.0,1.0,39.0,6.0
wriw5vuzmt5xvnu7i7obuw3l5blw7y3u,24.0,2.0,13.0,3.0
yb4l4soclrawam3tuh7v5svgz3ghshkc,9.0,2.0,52.0,13.0
z2emyrqqj5gls7qqg4icfz7xskt2jsyb,9.0,0.0,44.0,12.0
